Company_name_encoded,TypeName_name_encoded,Cpu_brand_name_encoded,CPU_vel,GPU_name_encoded,Ram,first_type_name_encoded,first_size,second_type_name_encoded,second_size,Touchscreen,Ips,Inches,ppi,os_name_encoded,Price
4,3,26,2.8,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,37800
2,4,26,2.7,2,16,3,512,2,0,0,0,14.0,157.3505121487356,2,39400
4,1,26,2.8,3,16,3,256,0,1000,0,0,15.6,141.21199808219862,2,30700
10,3,25,1.6,2,4,3,256,2,0,0,0,15.6,141.21199808219862,2,17200
10,3,24,2.0,3,4,1,1000,2,0,0,0,15.6,141.21199808219862,2,12000
2,3,27,1.1,2,8,1,1000,2,0,0,0,15.6,100.45466986113651,2,8200
2,3,25,2.5,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,18800
4,4,25,1.6,2,8,3,256,2,0,1,0,13.3,276.053530085501,2,38800
10,3,27,1.6,2,2,0,32,2,0,0,0,14.0,111.93520355955211,2,5100
10,0,26,2.7,2,8,3,256,2,0,1,1,13.3,165.6321180513006,2,36500
4,3,26,2.8,3,16,3,1000,2,0,1,0,15.6,282.42399616439724,2,49800
10,1,26,2.8,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,2,23000
7,3,11,3.0,0,8,1,1000,2,0,0,0,17.0,107.98564559226952,2,10800
10,4,26,2.7,2,16,3,512,2,0,0,1,14.0,157.3505121487356,2,50900
2,1,26,2.8,3,8,1,1000,2,0,0,1,15.6,141.21199808219862,1,24200
0,3,24,2.0,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,9300
10,3,27,1.6,2,4,0,32,2,0,0,0,14.0,111.93520355955211,2,5600
0,4,25,2.5,2,8,3,256,2,0,0,1,14.0,157.3505121487356,2,19000
14,1,26,2.8,3,16,3,256,2,0,0,0,14.0,157.3505121487356,2,54000
16,3,25,2.3,2,8,3,256,2,0,0,0,13.3,165.6321180513006,2,25200
10,4,26,2.7,2,8,3,256,2,0,0,1,12.5,176.23257360658386,2,32900
2,1,26,2.7,3,32,3,512,2,0,0,1,17.3,127.33567457123111,2,58100
0,1,25,2.5,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,1,14700
4,4,25,1.6,2,8,3,256,2,0,0,0,13.3,165.6321180513006,2,30100
11,1,26,2.8,3,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,24700
7,3,24,2.0,2,4,1,0,2,0,0,0,15.6,100.45466986113651,1,7500
16,3,25,2.5,2,8,1,0,2,0,0,1,15.6,141.21199808219862,2,22100
4,3,26,1.8,0,8,3,256,2,0,0,0,15.6,141.21199808219862,2,19000
4,3,26,1.8,0,16,3,256,0,2000,0,0,15.6,141.21199808219862,2,23500
10,1,26,2.6,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,2,24800
4,1,26,2.8,3,32,3,512,0,1000,0,1,17.3,254.67134914246222,2,65300
4,3,25,2.4,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,25500
10,3,27,1.1,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,8700
10,3,25,2.3,2,4,1,0,2,0,0,0,15.6,141.21199808219862,2,11100
7,3,24,2.0,0,6,1,1000,2,0,0,0,15.6,141.21199808219862,2,11100
11,1,26,2.8,3,8,3,128,0,1000,0,0,17.3,127.33567457123111,2,30800
16,3,24,2.1,2,4,3,128,2,0,0,0,15.6,100.45466986113651,2,10300
4,3,25,2.5,2,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,19800
7,3,26,2.7,0,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,15400
16,3,25,2.5,2,8,3,256,2,0,0,1,15.6,141.21199808219862,2,26100
0,3,24,2.0,2,4,3,128,2,0,0,0,15.6,100.45466986113651,1,8500
13,4,26,2.8,2,8,3,256,2,0,1,0,13.5,200.84255993695703,2,38800
10,3,25,2.5,0,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,16900
10,0,25,2.5,2,8,3,256,2,0,1,1,13.3,165.6321180513006,2,21400
10,3,18,2.2,0,4,3,128,2,0,0,0,15.6,100.45466986113651,2,7200
7,0,24,2.4,3,4,3,128,2,0,1,1,14.0,157.3505121487356,2,14500
11,1,26,2.8,3,16,3,256,0,1000,0,0,15.6,141.21199808219862,2,26800
2,4,25,2.5,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,23500
7,0,27,1.1,2,8,0,64,2,0,1,0,11.6,135.0942111925629,1,10200
9,4,26,1.8,2,8,3,512,2,0,0,1,15.6,141.21199808219862,2,47700
0,1,25,2.5,3,16,3,256,2,0,0,0,15.6,141.21199808219862,2,26900
11,1,25,2.5,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,20700
2,3,27,1.1,2,4,3,128,2,0,0,0,15.6,100.45466986113651,2,8700
4,1,25,2.5,3,16,3,128,0,1000,0,0,15.6,141.21199808219862,2,42600
7,3,24,2.0,0,4,3,256,2,0,0,1,17.3,127.33567457123111,2,14500
10,0,26,1.8,2,8,3,512,2,0,1,1,13.3,165.6321180513006,2,31100
4,1,26,2.9,3,16,3,256,0,1000,0,0,15.6,141.21199808219862,2,58400
7,3,25,2.5,0,4,1,0,2,0,0,0,15.6,100.45466986113651,2,12700
4,3,24,2.0,0,4,1,1000,2,0,0,0,15.6,100.45466986113651,2,11300
7,3,0,2.4,0,6,1,2000,2,0,0,1,17.3,127.33567457123111,2,11800
10,3,27,1.6,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,6600
0,3,27,1.6,2,4,0,32,2,0,0,0,14.0,111.93520355955211,1,7700
10,3,25,2.5,2,4,3,256,2,0,0,0,14.0,157.3505121487356,2,14500
7,5,26,2.8,3,8,1,0,2,0,0,0,17.3,127.33567457123111,2,39600
10,0,26,2.7,2,8,3,256,2,0,1,0,14.0,209.8006828649808,2,53800
16,3,25,2.5,2,8,3,256,2,0,0,1,13.3,165.6321180513006,2,20200
0,2,27,1.6,2,4,0,32,2,0,0,0,11.6,135.0942111925629,2,5500
10,0,26,2.7,2,16,3,512,2,0,1,0,14.0,157.3505121487356,2,36300
2,0,27,0.9,2,4,0,64,2,0,1,0,12.5,176.23257360658386,1,13900
16,4,26,2.5,2,16,3,512,2,0,1,0,13.3,165.6321180513006,2,39000
7,3,26,2.7,0,4,1,0,2,0,0,1,15.6,141.21199808219862,2,14300
4,1,25,2.5,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,17000
10,3,11,2.9,0,4,3,256,2,0,0,0,15.6,141.21199808219862,2,8200
10,3,4,3.6,0,8,1,1000,2,0,0,0,15.6,100.45466986113651,2,8900
10,3,25,2.5,2,4,1,1000,0,1000,0,0,15.6,141.21199808219862,2,12900
10,3,24,2.0,2,4,1,0,2,0,0,0,15.6,100.45466986113651,1,9300
4,3,25,2.5,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,16500
0,0,25,1.6,2,8,3,256,2,0,1,1,13.3,165.6321180513006,2,20700
10,5,26,2.5,3,16,3,512,2,0,0,0,15.6,141.21199808219862,2,38500
10,3,25,2.3,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,24700
7,3,1,2.5,0,6,1,2000,2,0,0,1,17.3,127.33567457123111,2,13600
10,1,26,2.8,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,2,25900
4,3,25,2.8,3,8,3,256,2,0,0,0,14.0,157.3505121487356,1,22600
4,3,25,2.5,2,8,1,1000,2,0,0,0,15.6,141.21199808219862,1,15000
2,3,27,1.1,2,4,0,32,2,0,0,0,14.0,157.3505121487356,2,6100
4,3,25,2.6,2,16,3,512,2,0,0,0,15.6,141.21199808219862,2,29600
10,3,25,2.5,3,8,3,256,2,0,0,1,14.0,157.3505121487356,2,17800
4,3,25,2.6,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,24400
10,3,6,2.0,0,4,1,0,2,0,0,0,15.6,100.45466986113651,2,6100
12,3,27,1.92,2,4,1,32,2,0,0,1,14.0,161.72539083525606,2,5500
7,3,26,2.7,3,8,3,256,2,0,0,0,17.3,127.33567457123111,2,24900
10,4,26,2.5,2,8,3,512,2,0,0,1,14.0,209.8006828649808,2,35000
7,0,25,2.5,2,8,3,256,2,0,1,1,13.3,117.82653006268643,2,17300
10,4,25,2.5,2,8,3,256,2,0,0,1,14.0,157.3505121487356,2,31100
4,1,26,2.8,3,32,3,1000,0,1000,0,0,17.3,254.67134914246222,2,76000
11,1,26,2.8,3,8,3,128,0,1000,0,0,17.3,127.33567457123111,2,28000
10,3,25,2.5,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,1,10100
4,3,25,1.6,0,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,14900
4,0,24,2.4,2,4,1,1000,2,0,1,0,13.3,165.6321180513006,2,13400
4,3,25,2.5,0,8,1,1000,2,0,0,0,15.6,100.45466986113651,1,12200
7,3,11,3.0,0,4,1,1000,2,0,0,0,15.6,141.21199808219862,2,10100
0,1,26,2.6,3,16,3,128,0,1000,0,1,17.3,127.33567457123111,2,40200
4,3,25,2.5,2,12,1,1000,2,0,0,0,15.6,100.45466986113651,2,13400
7,3,12,3.0,0,6,3,128,0,1000,0,0,15.6,141.21199808219862,2,13500
0,3,25,2.5,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,11600
10,3,25,2.5,2,8,3,256,2,0,0,1,13.3,165.6321180513006,2,19900
10,3,26,2.7,2,4,1,1000,2,0,0,0,15.6,141.21199808219862,2,16100
7,5,26,2.8,3,16,3,256,2,0,0,0,15.6,141.21199808219862,2,50200
4,0,25,1.6,2,8,1,1000,2,0,1,0,13.3,165.6321180513006,2,13600
11,1,26,2.8,3,16,3,256,0,1000,0,0,15.6,141.21199808219862,2,43500
0,3,24,2.0,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,8500
4,3,26,2.7,3,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,25000
4,3,24,2.0,2,8,3,256,2,0,0,0,15.6,100.45466986113651,2,13800
16,3,25,2.5,2,8,3,256,2,0,1,1,14.0,157.3505121487356,2,31800
10,0,25,2.5,2,8,3,256,2,0,1,0,14.0,157.3505121487356,2,20700
10,5,26,2.8,3,16,3,1000,2,0,0,1,15.6,282.42399616439724,2,68500
0,3,27,1.6,2,2,0,32,2,0,0,0,14.0,111.93520355955211,1,6800
15,4,26,2.7,2,16,3,256,2,0,0,0,13.3,165.6321180513006,2,34200
7,3,24,2.0,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,11100
4,3,25,2.5,2,8,3,256,2,0,0,0,14.0,111.93520355955211,2,23400
7,5,27,2.9,3,16,3,256,2,0,0,1,17.3,127.33567457123111,2,91100
10,2,27,1.6,2,4,3,128,2,0,1,0,11.6,135.0942111925629,2,9800
7,3,25,2.4,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,39400
2,3,25,2.3,3,4,1,1000,2,0,0,0,15.6,100.45466986113651,1,12000
10,4,25,2.3,2,4,3,1,2,0,0,0,14.0,157.3505121487356,2,22700
2,3,26,2.7,2,4,3,256,2,0,0,0,15.6,100.45466986113651,2,17600
10,0,25,1.8,2,8,3,256,2,0,1,1,13.3,276.053530085501,2,24900
7,3,25,2.5,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,2,22800
7,5,26,2.6,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,32400
4,1,26,2.8,3,16,3,256,0,1000,0,1,15.6,282.42399616439724,2,59600
0,3,25,2.5,2,4,3,256,2,0,0,0,15.6,100.45466986113651,2,12400
10,1,26,2.8,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,2,21700
4,4,26,2.8,2,16,3,256,2,0,0,0,12.5,176.23257360658386,2,38600
6,4,25,1.2,2,8,3,256,2,0,1,0,12.3,234.50740003017813,1,32300
2,4,25,2.5,2,8,3,256,2,0,0,1,13.3,276.053530085501,2,23400
4,3,24,2.0,2,4,1,0,2,0,0,0,13.3,117.82653006268643,2,17600
0,3,25,2.3,2,4,3,128,2,0,0,0,13.3,117.82653006268643,2,13600
2,3,27,1.1,3,4,1,1000,2,0,0,0,17.3,90.58340172449303,2,9700
4,1,26,2.6,3,16,3,128,0,1000,1,1,15.6,282.42399616439724,2,22800
15,4,26,2.7,2,8,3,256,2,0,1,0,13.3,165.6321180513006,2,33200
0,3,27,1.1,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,1,6100
4,3,26,2.7,0,16,3,256,2,0,0,0,15.6,141.21199808219862,2,24500
15,0,26,2.7,0,16,3,256,2,0,1,0,15.0,146.86047800548656,2,37300
16,3,25,2.3,2,4,3,128,2,0,0,1,14.0,111.93520355955211,2,21100
4,1,26,2.8,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,22800
7,4,25,2.3,2,4,3,256,2,0,0,0,12.5,125.36742798669837,2,25800
2,0,26,2.7,3,12,1,2000,2,0,1,0,15.6,141.21199808219862,2,17400
10,3,26,2.7,3,16,3,512,2,0,0,0,15.6,282.42399616439724,2,49200
0,3,24,2.4,2,4,3,128,2,0,0,1,14.0,157.3505121487356,2,13200
14,1,26,2.8,3,16,3,512,2,0,0,0,14.0,157.3505121487356,2,60200
2,3,27,1.1,2,8,3,128,2,0,0,0,15.6,141.21199808219862,2,12000
4,1,26,2.8,3,32,3,1000,0,1000,0,1,17.3,127.33567457123111,2,74500
2,1,26,2.6,3,16,3,256,0,1000,0,1,17.3,127.33567457123111,2,48800
16,4,26,2.6,3,16,3,512,2,0,0,1,14.0,157.3505121487356,2,36600
10,3,27,1.6,2,8,1,1000,2,0,0,0,15.6,100.45466986113651,1,6800
10,4,26,2.7,2,16,3,512,2,0,0,0,14.0,157.3505121487356,2,47700
11,1,26,2.8,3,16,3,256,0,1000,0,1,14.0,157.3505121487356,2,39200
11,1,25,2.5,3,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,22600
10,1,26,2.8,3,4,1,1000,2,0,0,1,15.6,141.21199808219862,2,20700
0,1,26,2.8,3,16,3,256,0,1000,0,1,17.3,127.33567457123111,2,47700
4,1,25,2.5,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,20400
2,1,26,2.8,3,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,27800
17,3,27,1.1,2,4,0,32,2,0,0,0,14.0,157.3505121487356,2,4200
10,0,26,2.7,2,8,3,512,2,0,1,1,13.3,165.6321180513006,2,40900
10,0,25,2.5,0,8,3,256,2,0,1,0,15.6,141.21199808219862,2,19900
1,4,27,1.2,2,8,0,512,2,0,0,1,12.0,226.41554716935852,0,24200
10,0,25,2.5,2,8,3,256,2,0,1,1,14.0,209.8006828649808,2,48400
2,3,27,1.1,2,4,0,32,2,0,0,0,14.0,111.93520355955211,2,6200
4,3,25,2.5,2,8,3,128,2,0,0,0,15.6,100.45466986113651,2,16800
10,0,26,2.7,2,8,3,256,2,0,1,1,13.9,158.48253022174808,2,28000
4,3,24,2.0,0,8,3,256,2,0,0,0,15.6,141.21199808219862,2,15300
7,5,26,2.8,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,42900
2,3,25,2.5,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,22800
4,4,25,2.5,2,8,3,256,2,0,0,0,13.3,165.6321180513006,2,31100
4,3,25,2.5,3,8,3,256,2,0,1,0,15.6,282.42399616439724,2,36300
4,2,27,1.1,2,4,3,128,2,0,0,0,11.6,135.0942111925629,2,15400
7,2,25,2.6,2,8,3,256,2,0,0,0,12.5,125.36742798669837,2,28800
16,3,25,2.3,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,16200
7,3,3,2.5,0,8,1,2000,2,0,0,0,15.6,100.45466986113651,2,13000
4,1,26,2.8,3,16,3,512,2,0,0,0,15.6,282.42399616439724,2,34800
10,3,25,2.5,3,4,1,1000,2,0,0,0,15.6,141.21199808219862,2,12600
7,1,26,2.8,0,12,1,1000,2,0,0,1,17.3,127.33567457123111,2,36300
11,1,26,2.8,3,16,3,512,0,1000,0,0,17.3,127.33567457123111,2,50100
15,4,25,2.5,2,8,3,256,2,0,0,0,13.3,165.6321180513006,2,31100
4,3,26,2.7,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,19900
4,3,25,2.5,0,8,3,256,2,0,0,0,15.6,141.21199808219862,2,16400
10,4,26,2.7,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,38600
14,4,26,2.5,2,16,3,512,2,0,1,1,12.5,352.4651472131677,2,37300
7,2,27,1.6,2,4,0,16,2,0,0,0,11.6,135.0942111925629,1,7900
4,1,26,2.8,3,16,3,128,0,1000,0,1,17.3,127.33567457123111,2,52000
4,3,25,2.3,2,4,1,0,2,0,0,0,14.0,111.93520355955211,2,15600
10,3,24,2.0,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,10100
16,4,25,2.5,2,4,3,128,2,0,0,0,14.0,111.93520355955211,2,22600
10,4,26,2.7,2,8,3,512,2,0,0,1,14.0,157.3505121487356,2,51900
11,1,25,2.5,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,24900
10,4,25,2.5,2,8,0,256,2,0,0,1,14.0,157.3505121487356,2,38900
16,3,27,2.1,2,4,3,128,2,0,0,0,14.0,111.93520355955211,2,10300
2,0,25,2.5,2,8,3,256,2,0,1,0,13.3,165.6321180513006,2,28200
4,3,24,2.0,2,4,1,0,2,0,0,0,14.0,111.93520355955211,2,12100
0,2,27,1.6,2,4,0,32,2,0,0,1,11.6,135.0942111925629,1,7300
0,3,24,2.4,2,8,3,128,2,0,0,1,14.0,157.3505121487356,2,12800
14,1,26,2.9,3,32,3,512,2,0,1,0,17.3,254.67134914246222,2,114200
10,4,26,2.6,2,16,3,512,2,0,0,1,14.0,209.8006828649808,2,43600
2,3,25,2.5,3,4,1,1000,2,0,0,0,15.6,141.21199808219862,1,10700
10,3,25,2.3,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,24600
10,3,25,2.6,2,8,3,256,2,0,0,1,14.0,157.3505121487356,2,34200
4,1,26,2.8,3,16,3,256,0,1000,0,0,15.6,141.21199808219862,2,57600
2,1,26,2.8,3,16,3,256,0,1000,0,0,17.3,127.33567457123111,2,50200
16,3,24,2.4,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,13900
10,3,27,1.6,2,4,0,16,2,0,0,0,14.0,111.93520355955211,1,6700
2,3,25,2.5,2,8,1,128,2,0,0,0,15.6,141.21199808219862,2,12200
2,1,26,2.6,3,16,3,512,0,1000,0,0,17.3,127.33567457123111,2,37300
4,1,26,2.8,3,32,3,512,0,1000,0,1,17.3,127.33567457123111,2,63800
7,3,25,2.5,3,8,1,1000,2,0,0,0,17.3,106.11306214269258,2,18900
4,3,25,2.5,2,8,3,128,2,0,0,0,15.6,100.45466986113651,2,14800
7,4,26,2.5,2,8,3,512,2,0,0,0,14.0,157.3505121487356,2,38800
4,3,26,2.7,0,4,3,256,2,0,0,0,15.6,141.21199808219862,2,15300
7,0,27,1.1,2,4,0,32,2,0,1,0,11.6,135.0942111925629,1,12700
2,4,25,2.3,3,8,3,512,2,0,0,1,13.3,165.6321180513006,2,21300
7,0,25,2.5,2,8,3,256,2,0,1,0,13.3,165.6321180513006,2,47300
7,4,26,2.5,2,8,3,512,2,0,0,0,14.0,157.3505121487356,2,30500
7,3,27,1.6,2,4,3,128,2,0,0,0,15.6,100.45466986113651,1,6200
2,1,26,2.8,3,16,3,128,0,1000,0,0,15.6,141.21199808219862,2,39400
4,3,26,2.7,0,8,1,1000,2,0,0,0,17.3,127.33567457123111,1,17900
10,4,26,2.8,3,8,3,256,2,0,0,1,14.0,157.3505121487356,2,39500
2,3,26,2.7,3,8,3,256,2,0,0,1,15.6,141.21199808219862,2,16300
4,3,25,2.5,2,8,3,128,2,0,0,0,15.6,141.21199808219862,2,19600
2,3,27,1.1,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,2,9300
7,0,26,2.8,2,8,3,256,2,0,1,0,13.3,165.6321180513006,2,53100
4,3,25,2.3,2,8,1,1000,2,0,1,0,13.3,165.6321180513006,2,13400
10,3,24,2.0,2,4,1,1000,2,0,0,0,15.6,141.21199808219862,1,9700
10,3,25,2.5,2,8,1,1000,2,0,0,1,15.6,141.21199808219862,2,17600
7,3,25,2.6,0,8,3,256,2,0,0,0,15.6,141.21199808219862,2,28000
16,3,25,2.5,2,4,3,128,2,0,0,0,13.3,165.6321180513006,2,26700
10,1,25,2.5,3,8,1,1000,2,0,0,1,15.6,141.21199808219862,1,21100
4,4,26,2.5,2,16,3,512,2,0,1,0,13.3,276.053530085501,2,46500
7,3,25,2.3,2,4,1,0,2,0,0,0,15.6,141.21199808219862,2,18900
16,4,25,2.3,2,8,3,256,2,0,0,0,13.3,117.82653006268643,2,22700
10,0,26,2.7,2,8,3,256,2,0,1,1,13.3,165.6321180513006,2,40500
0,3,25,2.5,2,8,3,256,2,0,0,1,14.0,157.3505121487356,2,18700
4,5,26,2.8,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,36900
10,3,25,2.5,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,21900
10,3,24,2.0,0,4,1,1000,2,0,0,0,15.6,141.21199808219862,1,9900
16,3,26,2.7,2,8,3,256,2,0,0,1,15.6,141.21199808219862,2,28800
10,3,24,2.4,2,4,3,1,2,0,0,1,13.3,165.6321180513006,2,15200
15,4,26,2.7,3,16,3,256,2,0,0,0,15.0,146.86047800548656,2,38400
4,4,26,2.8,2,8,3,256,2,0,0,0,12.5,176.23257360658386,2,35100
2,3,27,1.1,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,1,8200
18,4,25,2.3,3,8,3,256,2,0,0,1,13.3,165.6321180513006,2,19400
4,3,25,2.5,3,4,3,128,0,1000,0,0,15.6,141.21199808219862,2,18900
7,3,25,2.5,2,4,3,256,2,0,0,0,15.6,141.21199808219862,2,17400
7,0,25,2.5,2,4,3,256,2,0,1,0,13.3,165.6321180513006,2,35300
7,0,25,2.5,2,4,1,0,2,0,1,0,15.6,100.45466986113651,2,14200
2,3,27,1.1,2,4,0,32,2,0,0,0,14.1,111.1413368676404,2,7200
10,3,26,2.5,3,8,1,1000,2,0,0,1,15.6,141.21199808219862,2,13900
4,3,27,1.6,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,7600
7,0,25,2.5,2,4,3,256,2,0,1,0,13.3,165.6321180513006,2,37300
4,3,24,2.0,0,4,1,1000,2,0,0,0,15.6,100.45466986113651,1,9400
2,1,25,2.5,3,12,3,128,0,1000,0,0,17.3,127.33567457123111,2,28400
0,2,27,1.6,2,4,0,32,2,0,0,1,11.6,135.0942111925629,1,6100
10,3,5,2.2,0,4,1,0,2,0,0,0,17.3,106.11306214269258,2,7800
7,3,25,2.5,2,4,3,128,2,0,0,0,14.0,157.3505121487356,2,26200
7,0,26,2.7,2,16,3,256,2,0,1,0,13.3,276.053530085501,2,29000
15,4,26,2.7,2,8,3,256,2,0,0,0,15.0,146.86047800548656,2,35300
10,4,25,2.5,2,8,3,256,2,0,0,1,14.0,157.3505121487356,2,37300
11,1,26,2.6,3,16,3,512,0,2000,0,1,17.3,254.67134914246222,2,55000
16,3,25,2.5,2,8,3,256,2,0,0,0,13.3,165.6321180513006,2,30600
4,1,26,2.8,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,1,19300
7,3,26,2.7,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,18700
4,3,24,2.0,0,4,1,1000,2,0,0,0,15.6,100.45466986113651,2,12700
4,3,25,2.6,2,8,1,0,2,0,0,0,15.6,141.21199808219862,2,19400
4,0,26,1.3,2,8,3,512,2,0,1,0,13.3,276.053530085501,2,41800
2,1,26,2.7,3,32,3,256,3,256,0,1,17.3,127.33567457123111,2,26500
4,0,26,1.3,2,16,3,256,2,0,1,0,13.3,165.6321180513006,2,34200
10,4,26,2.7,2,8,0,256,2,0,0,1,14.0,157.3505121487356,2,42500
10,3,25,2.5,2,8,3,512,2,0,0,1,15.6,141.21199808219862,2,40700
9,4,26,2.7,2,16,3,512,2,0,1,1,15.6,141.21199808219862,2,43600
7,2,26,2.7,2,8,3,512,2,0,0,0,12.5,176.23257360658386,2,30800
0,3,27,1.5,2,4,0,16,2,0,0,1,15.6,141.21199808219862,1,7400
10,3,25,2.3,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,2,16300
9,4,26,2.7,2,8,3,512,2,0,1,1,14.0,157.3505121487356,2,39400
4,3,25,2.8,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,25000
7,4,27,1.2,2,8,3,2,2,0,1,0,12.5,352.4651472131677,2,64400
10,3,26,2.7,3,6,3,256,2,0,0,0,15.6,141.21199808219862,2,16300
7,3,26,2.7,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,21100
0,3,24,2.4,2,4,1,1000,2,0,0,0,15.6,141.21199808219862,2,10300
10,3,25,2.5,2,4,3,128,2,0,0,0,13.3,165.6321180513006,2,18300
7,3,25,2.5,2,8,3,256,2,0,0,0,13.3,165.6321180513006,2,19900
11,1,26,2.8,3,16,3,256,0,1000,0,0,17.3,127.33567457123111,2,33200
4,1,26,2.8,3,16,3,128,0,1000,0,0,15.6,141.21199808219862,2,28000
11,1,25,2.5,3,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,23200
4,3,25,2.5,0,4,1,1000,2,0,0,0,15.6,100.45466986113651,2,14200
7,4,26,2.5,0,8,3,256,2,0,0,0,15.6,141.21199808219862,2,26900
7,4,26,2.7,2,8,3,256,2,0,1,0,13.3,276.053530085501,2,23800
16,3,26,2.6,3,16,3,256,2,0,0,1,15.6,141.21199808219862,2,41000
10,0,25,2.5,2,8,3,512,2,0,1,1,13.3,165.6321180513006,2,37900
4,3,25,2.3,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,15100
10,4,26,2.7,2,8,3,256,2,0,0,1,12.5,176.23257360658386,2,34200
7,3,25,2.3,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,24200
4,3,25,2.5,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,2,14700
7,3,25,2.3,2,4,1,0,2,0,0,0,14.0,111.93520355955211,2,23800
10,3,27,1.1,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,2,6400
7,4,25,2.3,2,4,1,0,2,0,0,0,12.5,176.23257360658386,2,32800
7,3,27,1.6,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,1,6000
10,0,26,2.2,2,16,3,1000,2,0,1,1,13.3,276.053530085501,2,37300
16,3,25,2.3,2,4,3,128,2,0,0,1,14.0,157.3505121487356,2,22900
7,2,25,2.3,2,8,3,256,2,0,0,0,12.5,176.23257360658386,2,34600
4,3,24,2.0,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,2,11600
11,1,26,2.8,3,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,24900
4,4,25,2.5,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,34000
4,1,26,2.7,3,16,3,512,0,1000,0,0,17.3,169.78089942830815,2,57300
7,1,25,2.3,3,8,3,128,0,1000,0,1,17.3,127.33567457123111,2,29000
2,3,27,1.6,3,4,1,1000,2,0,0,0,17.3,106.11306214269258,2,11000
0,3,25,2.5,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,12800
16,3,25,2.3,2,8,3,256,2,0,0,0,15.6,100.45466986113651,2,23200
10,0,27,1.2,2,8,3,256,2,0,1,1,11.3,194.94753717542463,2,26900
10,1,20,2.1,0,16,3,512,0,1000,0,1,15.6,141.21199808219862,2,20700
4,4,25,2.5,2,8,3,256,2,0,1,0,12.5,176.23257360658386,2,30500
10,3,26,2.7,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,1,14200
4,3,24,2.0,0,4,1,1000,2,0,0,0,17.3,106.11306214269258,2,13600
