Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Cpu_brand,CPU_vel,GPU,first_size,first_type,second_size,second_type,Touchscreen,Ips,X_res,Y_res,ppi,os,Company_name_encoded,TypeName_name_encoded,Cpu_brand_name_encoded,GPU_name_encoded,first_type_name_encoded,second_type_name_encoded,os_name_encoded
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16 Flash Storage,Intel HD Graphics 400,Chrome OS,1.2,5900,Other Intel Processor,1.6,Intel,16,Flash,0,None,0,0,1366,768,135.0942111925629,Others/No OS/Linux,2,2,27,2,0,2,1
Lenovo,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16,256 SSD,Intel HD Graphics 520,Windows 7,1.1,54400,Intel Core i7,2.6,Intel,256,SSD,0,None,0,1,2560,1440,209.8006828649808,Windows,10,3,26,2,3,2,2
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,Nvidia GeForce 940MX,Windows 10,1.91,20300,Intel Core i7,2.7,Nvidia,1000,HDD,0,None,0,1,1920,1080,141.21199808219862,Windows,7,3,26,3,1,2,2
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.3,22700,Intel Core i5,2.7,Intel,256,SSD,0,None,1,1,1920,1080,141.21199808219862,Windows,4,0,25,2,3,2,2
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256 SSD,Intel HD Graphics 620,Windows 10,2.04,20300,Intel Core i5,2.5,Intel,256,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,25,2,3,2,2
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,1000 SSD,Intel HD Graphics 620,Windows 10,1.2,46800,Intel Core i7,2.7,Intel,1000,SSD,0,None,1,0,3200,1800,276.053530085501,Windows,4,4,26,2,3,2,2
HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Windows 10,2.31,14600,Intel Core i3,2.3,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,24,2,1,2,2
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,0 HDD,Intel HD Graphics 620,No OS,1.96,10300,Intel Core i5,2.5,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,7,3,25,2,1,2,1
Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8,1000 HDD,AMD Radeon R5,Windows 10,2.4,9300,AMD A8-Series 7410,2.2,AMD,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,0,3,9,0,1,2,2
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,256 SSD,Intel HD Graphics 620,Windows 10,1.6,26900,Intel Core i7,2.7,Intel,256,SSD,0,None,1,1,1920,1080,165.6321180513006,Windows,4,0,26,2,3,2,2
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.94,37700,Intel Core i7,2.6,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,11,1,26,3,3,0,2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.04,22200,Intel Core i7,2.7,Intel,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,26,2,3,2,2
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1000 HDD,Nvidia GeForce GTX 965M,No OS,4.0,20700,Intel Core i7,2.6,Nvidia,1000,HDD,0,None,0,1,1920,1080,127.33567457123111,Others/No OS/Linux,2,1,26,3,1,2,1
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1000 HDD,Intel HD Graphics,Windows 10,2.25,11600,Intel Core i5,2.5,Intel,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,25,2,1,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,2000 HDD,AMD Radeon R7 M445,Windows 10,2.32,20500,Intel Core i7,2.7,AMD,2000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,26,0,1,2,2
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,40000,Intel Core i7,2.6,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,11,1,26,3,3,0,2
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.29,30200,Intel Core i7,2.7,Intel,256,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,4,4,26,2,3,2,2
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64,1000 SSD,Nvidia GeForce GTX 980 ,Windows 10,3.58,82500,Intel Core i7,2.7,Nvidia,1000,SSD,0,None,0,1,1920,1080,127.33567457123111,Windows,2,1,26,3,3,2,2
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.62,16500,Intel Core i7,2.5,Intel,256,SSD,0,None,1,0,1920,1080,165.6321180513006,Windows,4,0,26,2,3,2,2
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 970M,Windows 10,3.21,27600,Intel Core i7,2.6,Nvidia,256,SSD,1000,HDD,0,0,3840,2160,282.42399616439724,Windows,4,1,26,3,3,0,2
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256 Flash Storage,Intel HD Graphics 515,Mac OS X,0.92,27000,Other Intel Processor,1.1,Intel,256,Flash,0,None,0,1,2304,1440,226.41554716935852,Mac,1,4,27,2,0,2,0
Dell,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Windows 10,2.06,10000,Intel Core i3,2.3,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,4,3,24,2,1,2,2
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Windows 10,2.31,24900,Intel Core i5,2.3,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,25,2,1,2,2
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.26,24900,Intel Core i5,2.3,Intel,256,SSD,0,None,0,0,1920,1080,176.23257360658386,Windows,7,4,25,2,3,2,2
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.49,22600,Intel Core i7,2.7,Intel,256,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,7,3,26,2,3,2,2
Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.3,35600,Intel Core i7,2.5,Intel,256,SSD,0,None,1,1,1920,1080,176.23257360658386,Windows,10,4,26,2,3,2,2
Lenovo,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8,1000 HDD,AMD Radeon R5 M330,Windows 10,3.0,13600,Intel Core i5,2.3,AMD,1000,HDD,0,None,0,0,1600,900,106.11306214269258,Windows,10,3,25,0,1,2,2
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4,1000 HDD,Nvidia GeForce GTX 950M,Windows 10,2.3,20300,Intel Core i5,2.3,Nvidia,1000,HDD,0,None,0,1,1920,1080,141.21199808219862,Windows,10,3,25,3,1,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,3.78,51900,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,0,2
Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Windows 10,2.1,11200,Intel Core i5,2.3,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,10,3,25,2,1,2,2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Windows 7,2.31,19500,Intel Core i5,2.3,Intel,0,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,25,2,1,2,2
Lenovo,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8,512 SSD,Intel HD Graphics 515,Windows 10,0.99,29000,Other Intel Processor,1.2,Intel,512,SSD,0,None,1,1,2560,1440,234.9767648087785,Windows,10,4,27,2,3,2,2
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512 SSD +  1000 Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6,67300,Intel Core i7,2.7,Nvidia,512,SSD,1000,Hybrid,0,1,1920,1080,127.33567457123111,Windows,10,1,26,3,3,1,2
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64 Flash Storage,Intel HD Graphics 400,Windows 10,0.69,13400,Other Intel Processor,1.44,Intel,64,Flash,0,None,1,1,1920,1200,224.17380907857276,Windows,10,0,27,2,0,2,2
HP,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.3,42500,Intel Core i7,2.7,Intel,512,SSD,0,None,0,1,3840,2160,331.2642361026012,Windows,7,4,26,2,3,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.18,15500,Intel Core i5,2.5,Intel,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,25,2,3,2,2
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Windows 7,1.54,21400,Intel Core i5,2.3,Intel,0,HDD,0,None,0,0,1920,1080,157.3505121487356,Windows,7,3,25,2,1,2,2
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,AMD FirePro W4190M,Windows 7,1.9,31000,Intel Core i7,2.5,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,5,26,0,3,2,2
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1 SSD,Intel HD Graphics 520,Windows 7,1.7,24900,Intel Core i5,2.3,Intel,1,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,10,3,25,2,3,2,2
HP,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4,32 Flash Storage,Intel HD Graphics 515,Chrome OS,1.29,12700,Other Intel Processor,1.5,Intel,32,Flash,0,None,0,0,3200,1800,276.053530085501,Others/No OS/Linux,7,3,27,2,0,2,1
Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4,0 HDD,AMD Radeon R5,Windows 10,2.4,8000,AMD A8-Series 7410,2.2,AMD,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,0,3,9,0,1,2,2
Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4,0 HDD,Intel HD Graphics,Linux,2.2,8100,Other Intel Processor,1.6,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,4,3,27,2,1,2,1
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 520,No OS,1.86,7100,Intel Core i3,2.0,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,7,3,24,2,1,2,1
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,33200,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,1,1920,1080,127.33567457123111,Windows,2,1,26,3,3,0,2
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256 SSD,AMD Radeon 530,Windows 10,1.4,17000,Intel Core i5,1.6,AMD,256,SSD,0,None,0,1,1920,1080,165.6321180513006,Windows,4,4,25,0,3,2,2
HP,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,128 SSD,Intel HD Graphics 520,Windows 7,2.4,33200,Intel Core i5,2.3,Intel,128,SSD,0,None,0,0,1366,768,125.36742798669837,Windows,7,2,25,2,3,2,2
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD +  1000 HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,16600,Intel Core i5,2.5,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,0,3,25,3,3,0,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1000 HDD,AMD Radeon R7 M445,Windows 10,2.36,13200,Intel Core i5,2.5,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,25,0,1,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256 SSD,Nvidia GeForce GTX 965M,Windows 10,2.6,33200,Intel Core i7,2.6,Nvidia,256,SSD,0,None,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,2,2
HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1000 HDD,Intel HD Graphics 405,Windows 10,1.96,10300,Other Intel Processor,1.6,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,27,2,1,2,2
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,47700,Intel Core i7,2.6,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,127.33567457123111,Windows,2,1,26,3,3,0,2
Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Windows 7,1.5,23500,Intel Core i3,2.3,Intel,0,HDD,0,None,0,0,1366,768,125.36742798669837,Windows,4,4,24,2,1,2,2
Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,128 SSD,Intel HD Graphics 520,Windows 7,1.5,24200,Intel Core i3,2.3,Intel,128,SSD,0,None,0,0,1366,768,125.36742798669837,Windows,4,4,24,2,3,2,2
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4,16 SSD,Intel HD Graphics,Chrome OS,2.2,4300,Other Intel Processor,1.5,Intel,16,SSD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,0,3,27,2,3,2,1
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1000 HDD,AMD FirePro W6150M,Windows 7,3.0,60200,Intel Core i7,2.6,AMD,1000,HDD,0,None,0,1,1920,1080,127.33567457123111,Windows,7,5,26,0,1,2,2
Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512 SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,24900,Intel Core i7,2.8,Nvidia,512,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,1,26,3,3,2,2
Dell,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.5,29300,Intel Core i5,2.3,Intel,256,SSD,0,None,0,0,1366,768,125.36742798669837,Windows,4,4,25,2,3,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 960M,Windows 10,2.9,31400,Intel Core i7,2.6,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,0,2
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,256 SSD,Intel HD Graphics 520,Windows 10,2.1,18000,Intel Core i5,2.3,Intel,256,SSD,0,None,1,1,1920,1080,141.21199808219862,Windows,10,0,25,2,3,2,2
HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,1000 HDD,AMD Radeon R4,Windows 10,2.1,8200,AMD A6-Series 9220,2.5,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,7,0,1,2,2
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 960M,Windows 10,2.59,27800,Intel Core i7,2.6,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Windows,2,1,26,3,3,0,2
HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8,256 SSD,Intel HD Graphics 515,Windows 10,1.16,35300,Other Intel Processor,1.1,Intel,256,SSD,0,None,1,0,3200,1800,276.053530085501,Windows,7,3,27,2,3,2,2
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,0 HDD,AMD Radeon R5 M315,Windows 7,2.24,15900,Intel Core i5,2.3,AMD,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,4,3,25,0,1,2,2
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,2.1,8900,Intel Core i3,2.0,Intel,128,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,10,3,24,2,3,2,2
HP,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512 SSD,Intel HD Graphics 520,Windows 10,1.16,40900,Intel Core i7,2.5,Intel,512,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,7,4,26,2,3,2,2
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64 Flash Storage,Intel HD Graphics 400,Android,0.69,11400,Other Intel Processor,1.44,Intel,64,Flash,0,None,1,1,1920,1200,224.17380907857276,Others/No OS/Linux,10,0,27,2,0,2,1
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8,256 SSD,Intel Iris Plus Graphics 640,Windows 10,1.23,28600,Intel Core i7,2.4,Intel,256,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,4,4,26,2,3,2,2
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256 SSD +  1000 Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6,57100,Intel Core i7,2.7,Nvidia,256,SSD,1000,Hybrid,0,1,1920,1080,127.33567457123111,Windows,10,1,26,3,3,1,2
Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.25,21300,Intel Core i7,2.5,Intel,256,SSD,0,None,1,0,3840,2160,352.4651472131677,Windows,14,4,26,2,3,2,2
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.05,46200,Intel Core i7,2.7,Intel,512,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,16,4,26,2,3,2,2
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 960M,Windows 10,3.52,27200,Intel Core i7,2.6,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,2,1,26,3,3,0,2
Vero,Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.35,4000,Other Intel Processor,1.44,Intel,32,Flash,0,None,0,0,1920,1080,165.6321180513006,Windows,17,3,27,2,0,2,2
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.16,35100,Intel Core i5,2.3,Intel,256,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,7,3,25,2,3,2,2
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.43,31400,Intel Core i5,2.3,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,7,3,25,2,3,2,2
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Linux,2.09,10800,Intel Core i5,2.3,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,4,3,25,2,1,2,1
Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1000 HDD,Intel HD Graphics 620,Windows 10,2.0,9000,Intel Core i3,2.4,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,2,3,24,2,1,2,2
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.8,34600,Intel Core i7,2.5,Intel,256,SSD,0,None,1,1,1920,1080,157.3505121487356,Windows,10,0,26,2,3,2,2
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64 Flash Storage,Intel HD Graphics 400,Windows 10,0.69,9900,Other Intel Processor,1.44,Intel,64,Flash,0,None,1,1,1920,1200,224.17380907857276,Windows,10,0,27,2,0,2,2
HP,Ultrabook,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.26,39300,Intel Core i5,2.4,Intel,256,SSD,0,None,0,0,1366,768,125.36742798669837,Windows,7,4,25,2,3,2,2
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,No OS,2.4,20500,Intel Core i5,2.5,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Others/No OS/Linux,10,1,25,3,3,0,1
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.35,23400,Intel Core i5,2.3,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,127.33567457123111,Windows,7,1,25,3,3,0,2
HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,2000 HDD,Intel HD Graphics 620,Windows 10,2.04,13000,Intel Core i7,2.7,Intel,2000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,26,2,1,2,2
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8,512 SSD,Nvidia Quadro M500M,Windows 7,1.8,42600,Intel Core i7,2.6,Nvidia,512,SSD,0,None,1,1,1920,1080,157.3505121487356,Windows,10,0,26,3,3,2,2
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.5,5700,Other Intel Processor,1.1,Intel,32,Flash,0,None,0,0,1366,768,111.93520355955211,Windows,2,3,27,2,0,2,2
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.84,15600,Intel Core i7,2.7,Intel,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,4,26,2,3,2,2
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1000 HDD,Nvidia GeForce 940MX,Windows 10,2.23,12700,Intel Core i5,2.5,Nvidia,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,0,3,25,3,1,2,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,1000 Hybrid,AMD Radeon R7 M360,Windows 10,2.5,22800,Intel Core i7,2.5,AMD,1000,Hybrid,0,None,0,0,1920,1080,141.21199808219862,Windows,10,3,26,0,2,2,2
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256 SSD,Nvidia Quadro M3000M,Windows 7,3.0,82000,Intel Core i7,2.6,Nvidia,256,SSD,0,None,0,1,1920,1080,127.33567457123111,Windows,7,5,26,3,3,2,2
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1000 HDD,AMD Radeon R7 M445,Windows 10,2.5,16200,Intel Core i5,2.5,AMD,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,4,3,25,0,1,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 980M,Windows 10,3.78,49800,Intel Core i7,2.7,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,0,2
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.88,45100,Intel Core i7,2.5,Intel,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,4,26,2,3,2,2
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512 SSD,Intel HD Graphics 520,Windows 10,2.8,50700,Intel Core i7,2.6,Intel,512,SSD,0,None,1,1,2560,1440,209.8006828649808,Windows,10,0,26,2,3,2,2
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,23700,Intel Core i7,2.8,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,11,1,26,3,3,0,2
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.48,33800,Intel Core i5,2.4,Intel,256,SSD,0,None,1,0,1920,1080,165.6321180513006,Windows,7,0,25,2,3,2,2
